voltage,current,temperature,resistance,insulation_resistance,cable_age,cable_length_km,fault_distance_km,label
10.18166506131843,58.04583019653499,51.046220022164746,0.4514749211634022,1.4425105723951321,6.647960194451537,4.575351565015673,0.0,0
11.834841963679764,30.441916834344063,43.63369788669152,0.45678274466390106,1.203950204267628,25.370013327029916,4.776256867907158,0.0,0
13.240593895474648,51.3711943266193,43.742232488165314,0.49719277095465886,1.3749185120960459,22.925148645029697,2.044447519530691,0.0,0
11.23811672962029,65.10679704465878,36.355156385638004,0.48088459118038746,1.3894027863498746,11.38726734419102,2.6274903780320553,0.0,0
13.48565425330203,47.94521858428911,38.261700085609476,0.4658566849746932,1.4185686717391908,16.612876287656313,3.4447936252963336,0.0,0
11.165875964647958,47.92516918357923,31.553061382422772,0.4534370982352212,1.137461459844386,10.416662139299985,4.97116978943371,0.0,0
10.255703141907777,67.1351884548815,36.88680866185022,0.40707095265331056,1.4943422549795975,17.33509389397867,4.47613126940518,0.0,0
8.408856552162742,45.61402747705223,41.240816135574256,0.4495092549290133,1.3167985338820216,25.829124329430563,3.3117341352151635,0.0,0
10.434792856910693,60.393453789188854,30.86442299976952,0.5334235259740772,1.4828036915241702,11.190238667595507,4.849563577743478,0.0,0
11.957975422195487,42.40328344264672,21.6484331534699,0.47130349865316984,1.4301932805191044,14.787202564975297,2.325361448865627,0.0,0
15.780244929369232,55.072317820385805,29.832346050791855,0.45193774633226164,1.5523022427807471,27.734953812322615,2.0332830968782463,0.0,0
13.74843541409551,24.14415231746578,24.094234756177748,0.4513342453960101,0.8527464200000805,18.835239152632035,2.5498778461045064,0.0,0
12.513322450007808,35.15243599230488,25.252899410178955,0.4839891158226851,1.370783481716974,8.950971335905825,2.4264290821062433,0.0,0
12.7893658258192,49.73286258603871,37.94027084366573,0.5515021577688072,1.9251262139173073,2.552362887314097,3.081233950704708,0.0,0
11.955925731965744,47.907033495955325,30.86867511366679,0.45037466727659947,1.0302728734692306,9.719037022447523,4.254169020007312,0.0,0
10.39834925234114,20.666137172522863,37.65795316079515,0.4180371910673333,1.0904739586207082,22.788438785548635,2.5318745126374913,0.0,0
10.299115968951103,51.61238831541081,37.83968269309584,0.5486021804641983,1.3874319699303315,18.763599657923784,2.130303977910129,0.0,0
10.152972024538885,48.33297058960877,44.4363858502474,0.3437021067619937,0.7886196342320846,23.696249545788145,4.245124077708834,0.0,0
10.983968416637515,29.895738029376187,48.006425987069136,0.4436220404319283,1.6531060453806403,21.34943235182103,4.62498170830456,0.0,0
8.359695659335717,27.02450378746878,40.54522293000009,0.30969300331610483,1.4680048510577821,4.368692602776989,2.085840168426923,0.0,0
11.396925942401662,38.893449690956544,48.026176139570204,0.4416701905230595,1.7965279785424062,20.473709855774054,4.002596422166359,0.0,0
11.29584545722349,38.80854836141038,39.49257064976112,0.6014963930732317,1.1281219300390537,1.3528579979728472,4.430566536118448,0.0,0
11.221455218445795,55.8993595881376,30.790197390482415,0.5027726957246332,1.5810938485302093,22.00483626694574,1.9842571687852755,0.0,0
12.858321129236014,60.285295241379146,46.07772672649396,0.35962217560340454,1.3473101420753588,0.16745463839074604,1.217244238255165,0.0,0
9.860092145838882,67.31947356880494,38.36091569149828,0.3341968975631583,2.34527688165199,14.051166321061345,1.6444407482476495,0.0,0
10.686384479084783,72.21525629521551,38.36930691022526,0.3597433988310663,0.9835661676614513,5.47169329212387,3.709579690506924,0.0,0
10.944279968782707,50.77224683519987,30.290732198750526,0.28827742327931505,1.1126375609348613,24.620137669385812,4.588089894646762,0.0,0
8.369665513909084,9.966269098122943,45.29810038841133,0.36047985935761157,1.6376943026763002,17.681032715437738,2.467699566960494,0.0,0
10.302433593582863,57.28916309667747,35.54107524837375,0.4996654525216986,1.1677479492674778,22.08563910137673,1.2089321714795354,0.0,0
11.611198188959747,67.60926524093766,44.53505070130165,0.3884201201844752,1.7978162647959035,14.02248538163845,3.4205629830159845,0.0,0
12.332577272848669,63.18382361143824,33.66976092730263,0.4043924006517499,0.959994436225267,26.340119612356183,4.0570444982509475,0.0,0
9.496351604798775,55.27700331196649,34.42649807136753,0.46782400568090093,1.898166215618463,17.561610173359753,2.6665596372770803,0.0,0
11.218898468273178,37.31051274726867,67.60088623921018,0.6870538215770613,0.7963236158034814,27.88540532345596,3.972836566202887,2.4700513687972516,1
10.22971427032569,45.592270321313535,31.02869572027536,0.44608301368376346,1.7620187067933446,4.6470667139885276,1.1629778210920798,0.0,0
12.022029033440736,64.2248663664204,39.46978082093743,0.5221128265188066,1.6655094215059791,14.69394874732904,4.283649770857677,0.0,0
12.862423482558999,49.53457188874963,38.17380117199668,0.46849500422049983,1.254367121496759,2.906526106968447,3.238459814365977,0.0,0
14.506267675203322,57.17581158506876,43.45090702801848,0.36742286654812806,1.775802251900878,26.66370912654764,4.05022839004684,0.0,0
10.04475574043693,40.98190901952194,34.90658592597895,0.4762706217165909,0.9187075561121314,16.904731270381085,2.096990057161719,0.0,0
12.639724419737705,58.013702238797954,57.30540572204632,0.6592238748223275,1.007554679978667,26.0172144500771,4.469419351486648,1.4500697936607072,1
10.73788094263792,36.238193140605375,42.208593450142594,0.477837504972914,1.8475680238685455,1.8744452173503001,4.61942150186004,0.0,0
12.851981765574441,54.19318802207868,48.58077231587042,0.3985595914630025,1.275932477564316,14.689690463785844,1.4235012935953137,0.0,0
9.816603640271293,73.28202465485631,35.01497135727739,0.3278946965659646,1.2900426986764426,17.668158300522204,3.0753905172777976,0.0,0
8.93854193905316,44.65979161096105,22.66072950470255,0.44380465451529344,1.3658514543203668,6.1703511143084775,1.5485935790789362,0.0,0
10.389108523223864,61.132873762478184,48.10825066564786,0.47324235363432,1.2975117635387883,6.887380619529441,1.8724642537539213,0.0,0
11.603886412926524,18.56986551232435,42.02499542662174,0.490101359118182,2.013531447643878,19.75211121236513,4.748376838383596,0.0,0
10.489086756094501,35.407831329671026,38.07480862089493,0.44176761751585525,1.1798079375145232,8.462661238589455,1.2494537157723316,0.0,0
10.763200768748803,51.51465802800885,29.871824091973693,0.4536959069843145,2.030503530697676,16.63979233046356,1.1886187538201907,0.0,0
12.016170903889975,35.59712095811886,34.30834433302419,0.5342727576400341,1.0969888842390745,3.1611736556281955,2.1503352965033455,0.0,0
12.44487868025653,50.63235369862249,36.11060270294936,0.39446218319591786,1.7016917159882785,13.477621345291645,4.4857067152629355,0.0,0
11.707988376828096,42.622808453297125,41.232004759488966,0.41927684739823834,1.107771856306315,19.24503249416974,1.0887619543646134,0.0,0
10.21415912850571,47.98607422448745,24.4182315998915,0.3221841942801953,1.799202894596489,23.89206310372706,1.3329133175017045,0.0,0
9.222818041799721,78.80143033778648,45.853363823912446,0.443884631815954,0.8161946763407972,14.516871298063542,3.414687716716946,0.0,0
12.747933217854682,41.41621432183299,43.222468831939835,0.4848894546330882,0.7964951078691646,23.016613958506937,2.987903708525617,0.0,0
11.828026053735673,55.31502431894147,45.148571316125484,0.5208020191449023,1.520924432209666,17.930857942476205,4.039382470324533,0.0,0
